coverage_id,name_suffix,is_test_named,status,grid_axes,grid_extents,band_count,bytes_per_cell,tiling_source,tiling_scheme,declared_tiling,tile_configuration,tile_extents,cells_per_tile,declared_tile_size_bytes,computed_bytes_per_tile,actual_avg_bytes_per_tile,tile_no,total_size_bytes,real_data_bytes,storage_overhead_factor,per_axis_divisibility,blocks_per_axis,axes_with_padding,point_query_tiles,point_query_bytes_read,point_query_amplification,map_query_tiles,map_query_bytes_read,map_query_amplification,suspected_axis_mismatch,mismatch_confidence,mismatch_evidence,suggested_reorder,declared_vs_actual,tiles_sampled,distinct_tile_shapes,partition_homogeneous,modal_tile_shape,observed_block_starts,axes_split_into_blocks,collection_used,collection_resolution,other_collections_found,wcps_domain,wcps_cell_type,wcps_null_values,wcps_vs_describe,dbinfo_array_matches,sdom,base_type,recipe_path,raw_file,note
cmip6_fwi,none,no,ok,model time lat lon,"5,25680,178,569",1,4,dbinfo (measured),aligned,"ALIGNED [0:4, 0:*, 0:1, 0:1] tile size 1643456","[0:4,0:*,0:1,0:1]","5,25680,2,2",513600,1643456,2054400,659398.7796223812,266724,175877480096,52018435200,3.3811,"ok,ok,ok,PAD","1,1,89,285",1,1,2054400,4.0,25365,52109856000,128625.7,no,,,,n/a (wildcards derived),,,,,,,cmip6_fwi_2026_05_01_09_29_49_8758,petascopedb pointer,,"[0:4,0:25679,0:177,0:568]",float,nan:nan,match,yes,"[0:4,0:25679,0:177,0:568]","marray <float,[D0(*:*),D1(*:*),D2(*:*),D3(*:*)]>",ardac/cmip6_fwi/ingest_fwi.json,,collection name differs from coverage id
cmip6_indicators_cf_wms,wms,no,ok,model scenario time lat lon,"14,5,151,288,43",12,48,dbinfo (measured),aligned,"ALIGNED [0:*, 0:*, 0:*, 0:*, 0:*] tile size 4194304","[0:*,0:*,0:*,0:*,0:*]","14,5,151,43,288",130898880,4194304,6283146240,4076052.594059406,1616,6586900992,6283146240,1.0483,"ok,ok,ok,PAD,PAD","1,1,1,7,1",2,1,6283146240,12384.0,7,43982023680,73990.0,no,,,,n/a (wildcards derived),,,,,,,cmip6_indicators_cf_wms,petascopedb pointer,,"[0:13,0:4,0:150,0:287,0:42]","cd float, cdd long, csdi long, cwd long, dw long, ftc long, hd float, r10mm long, rx1day long, rx5day long, su long, wsdi long",,match,yes,"[0:13,0:4,0:150,0:287,0:42]","marray <struct { float cd, long cdd, long csdi, long cwd, long dw, long ftc, float hd, long r10mm, long rx1day, long rx5day, long su, long wsdi },[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",ardac/cmip6_indicators/ingest.json,,sdom disagrees with DescribeCoverage extent
cmip6_isi,none,no,ok,model time lat lon,"5,25680,178,569",1,4,dbinfo (measured),aligned,"ALIGNED [0:4, 0:*, 0:1, 0:1] tile size 1643456","[0:4,0:*,0:1,0:1]","5,25680,2,2",513600,1643456,2054400,659398.7796223812,266724,175877480096,52018435200,3.3811,"ok,ok,ok,PAD","1,1,89,285",1,1,2054400,4.0,25365,52109856000,128625.7,no,,,,n/a (wildcards derived),,,,,,,cmip6_isi,petascopedb pointer,,"[0:4,0:25679,0:177,0:568]",float,nan:nan,match,yes,"[0:4,0:25679,0:177,0:568]","marray <float,[D0(*:*),D1(*:*),D2(*:*),D3(*:*)]>",ardac/cmip6_fwi/ingest_isi.json,,
cmip6_monthly_cf_wcs,wcs,no,ok,model scenario time lat lon,"14,5,1812,288,43",18,72,dbinfo (measured),aligned,"ALIGNED [0:13, 0:4, 0:1811, 0:1, 0:1] tile size 4194304","[0:13,0:4,0:1811,0:1,0:1]","14,5,1812,2,2",507360,4194304,36529920,800255.6038907284,521856,417618188424,113096632320,3.6926,"ok,ok,ok,ok,PAD","1,1,1,144,22",1,1,36529920,4.0,3168,115726786560,129789.8,no,,,,match,,,,,,,cmip6_monthly_cf_wcs,petascopedb pointer,,"[0:13,0:4,0:1811,0:287,0:42]","clt long, evspsbl float, hfls float, hfss float, pr float, prsn float, psl float, rlds float, rsds float, sfcWind float, siconc long, snw float, tas float, tasmax float, tasmin float, ts float, uas float, vas float",,match,yes,"[0:13,0:4,0:1811,0:287,0:42]","marray <struct { long clt, float evspsbl, float hfls, float hfss, float pr, float prsn, float psl, float rlds, float rsds, float sfcWind, long siconc, float snw, float tas, float tasmax, float tasmin, float ts, float uas, float vas },[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",ardac/cmip6_common_grid/monthly/ingest_wcs.json,,sdom disagrees with DescribeCoverage extent
cmip6_monthly_cf_wms,wms,no,ok,model scenario time lat lon,"14,5,1812,288,43",18,72,dbinfo (measured),aligned,"ALIGNED [0:*, 0:*, 0:*, 0:*, 0:*] tile size 4194304","[0:*,0:*,0:*,0:*,0:*]","14,5,1812,43,288",1570786560,4194304,113096632320,3566263.9067827794,32612,116302998528,113096632320,1.0284,"ok,ok,ok,PAD,PAD","1,1,1,7,1",2,1,113096632320,12384.0,7,791676426240,887880.0,no,,,,n/a (wildcards derived),,,,,,,cmip6_monthly_cf_wms,petascopedb pointer,,"[0:13,0:4,0:1811,0:287,0:42]","clt long, evspsbl float, hfls float, hfss float, pr float, prsn float, psl float, rlds float, rsds float, sfcWind float, siconc long, snw float, tas float, tasmax float, tasmin float, ts float, uas float, vas float",,match,yes,"[0:13,0:4,0:1811,0:287,0:42]","marray <struct { long clt, float evspsbl, float hfls, float hfss, float pr, float prsn, float psl, float rlds, float rsds, float sfcWind, long siconc, float snw, float tas, float tasmax, float tasmin, float ts, float uas, float vas },[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",ardac/cmip6_common_grid/monthly/ingest.json,,sdom disagrees with DescribeCoverage extent
conus_hydro_segments_doy_climatology,none,no,ok,era doy landcover model scenario stream_id,"4,366,2,14,5,56460",3,12,dbinfo (measured),regular,"REGULAR [0:3, 0:365, 0:1, 0:13, 0:4, 0:0] tile size 1048576","[0:3,0:365,0:1,0:13,0:4,0:0]","4,366,2,14,5,1",204960,1048576,2459520,2459520.0,56460,138864499200,138864499200,1.0,"ok,ok,ok,ok,ok,ok","1,1,1,1,1,56460",0,,,,,,,no,,,,match,,,,,,,conus_hydro_segments_doy_climatology,petascopedb pointer,,"[0:3,0:365,0:1,0:13,0:4,0:56459]","doy_min float, doy_mean float, doy_max float",,match,yes,"[0:3,0:365,0:1,0:13,0:4,0:56459]","marray <struct { float doy_min, float doy_mean, float doy_max },[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*),D5(*:*)]>",ardac/hydroviz/conus/combined.json,,
conus_hydro_segments_doy_climatology_dynamic_historical,none,no,ok,era doy landcover model scenario stream_id,"1,366,1,14,1,56460",3,12,dbinfo (measured),regular,,"[0:0,0:365,0:0,0:13,0:0,0:0]","1,366,1,14,1,1",5124,2097152,61488,61488.0,56460,3471612480,3471612480,1.0,"ok,ok,ok,ok,ok,ok","1,1,1,1,1,56460",0,,,,,,,no,,,,,,,,,,,conus_hydro_segments_doy_climatology_dynamic_historical,petascopedb pointer,,"[0:0,0:365,0:0,0:13,0:0,0:56459]","doy_min float, doy_mean float, doy_max float",,match,yes,"[0:0,0:365,0:0,0:13,0:0,0:56459]","marray <struct { float doy_min, float doy_mean, float doy_max },[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*),D5(*:*)]>",,,
conus_hydro_segments_doy_climatology_dynamic_projected,none,no,ok,era doy landcover model scenario stream_id,"3,366,1,14,4,56460",3,12,dbinfo (measured),regular,,"[0:2,0:365,0:0,0:13,0:3,0:0]","3,366,1,14,4,1",61488,4194304,737856,737856.0,56460,41659349760,41659349760,1.0,"ok,ok,ok,ok,ok,ok","1,1,1,1,1,56460",0,,,,,,,no,,,,,,,,,,,conus_hydro_segments_doy_climatology_dynamic_projected,petascopedb pointer,,"[0:2,0:365,0:0,0:13,0:3,0:56459]","doy_min float, doy_mean float, doy_max float",,match,yes,"[0:2,0:365,0:0,0:13,0:3,0:56459]","marray <struct { float doy_min, float doy_mean, float doy_max },[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*),D5(*:*)]>",,,
conus_hydro_segments_doy_climatology_static_historical,none,no,ok,era doy landcover model scenario stream_id,"1,366,1,14,1,56460",3,12,dbinfo (measured),regular,,"[0:0,0:365,0:0,0:13,0:0,0:0]","1,366,1,14,1,1",5124,2097152,61488,61488.0,56460,3471612480,3471612480,1.0,"ok,ok,ok,ok,ok,ok","1,1,1,1,1,56460",0,,,,,,,no,,,,,,,,,,,conus_hydro_segments_doy_climatology_static_historical,petascopedb pointer,,"[0:0,0:365,0:0,0:13,0:0,0:56459]","doy_min float, doy_mean float, doy_max float",,match,yes,"[0:0,0:365,0:0,0:13,0:0,0:56459]","marray <struct { float doy_min, float doy_mean, float doy_max },[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*),D5(*:*)]>",,,
conus_hydro_segments_doy_climatology_static_projected,none,no,ok,era doy landcover model scenario stream_id,"3,366,1,14,4,56460",3,12,dbinfo (measured),regular,,"[0:2,0:365,0:0,0:13,0:3,0:0]","3,366,1,14,4,1",61488,4194304,737856,737856.0,56460,41659349760,41659349760,1.0,"ok,ok,ok,ok,ok,ok","1,1,1,1,1,56460",0,,,,,,,no,,,,,,,,,,,conus_hydro_segments_doy_climatology_static_projected,petascopedb pointer,,"[0:2,0:365,0:0,0:13,0:3,0:56459]","doy_min float, doy_mean float, doy_max float",,match,yes,"[0:2,0:365,0:0,0:13,0:3,0:56459]","marray <struct { float doy_min, float doy_mean, float doy_max },[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*),D5(*:*)]>",,,
conus_hydro_segments_jp_test,none,yes,ok,lc era model scenario geom_id,"2,13,5,4,56460",23,92,dbinfo (measured),aligned,,"[0:1,0:12,0:4,0:3,0:0]","2,13,5,4,1",520,1048576,47840,47840.0,56460,2701046400,2701046400,1.0,"ok,ok,ok,ok,ok","1,1,1,1,56460",0,,,,,,,no,,,,,,,,,,,conus_hydro_segments_jp_test_2025_12_18_12_59_44_6890,petascopedb pointer,,"[0:1,0:12,0:4,0:3,0:56459]","dh3 float, dh15 float, dl3 float, dl16 float, fh1 float, fl1 float, fl3 float, ma12 float, ma13 float, ma14 float, ma15 float, ma16 float, ma17 float, ma18 float, ma19 float, ma20 float, ma21 float, ma22 float, ma23 float, ra1 float, ra3 float, th1 float, tl1 float",,DIFFERS,yes,"[0:1,0:12,0:4,0:3,0:56459]","marray <struct { float dh3, float dh15, float dl3, float dl16, float fh1, float fl1, float fl3, float ma12, float ma13, float ma14, float ma15, float ma16, float ma17, float ma18, float ma19, float ma20, float ma21, float ma22, float ma23, float ra1, float ra3, float th1, float tl1 },[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",,,sdom disagrees with DescribeCoverage extent; collection name differs from coverage id
conus_hydro_segments_jp_test_insitu,none,yes,ok,lc era model scenario geom_id,"2,13,5,4,56460",23,92,dbinfo (measured),aligned,,"[0:1,0:12,0:4,0:3,0:0]","2,13,5,4,1",520,1048576,47840,47840.0,56460,2701046400,2701046400,1.0,"ok,ok,ok,ok,ok","1,1,1,1,56460",0,,,,,,,no,,,,,,,,,,,conus_hydro_segments_jp_test_insitu,petascopedb pointer,,"[0:1,0:12,0:4,0:3,0:56459]","dh3 float, dh15 float, dl3 float, dl16 float, fh1 float, fl1 float, fl3 float, ma12 float, ma13 float, ma14 float, ma15 float, ma16 float, ma17 float, ma18 float, ma19 float, ma20 float, ma21 float, ma22 float, ma23 float, ra1 float, ra3 float, th1 float, tl1 float",,DIFFERS,yes,"[0:1,0:12,0:4,0:3,0:56459]","marray <struct { float dh3, float dh15, float dl3, float dl16, float fh1, float fl1, float fl3, float ma12, float ma13, float ma14, float ma15, float ma16, float ma17, float ma18, float ma19, float ma20, float ma21, float ma22, float ma23, float ra1, float ra3, float th1, float tl1 },[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",,,sdom disagrees with DescribeCoverage extent
conus_hydro_segments_stats,none,no,ok,landcover model scenario era stream_id,"2,14,5,4,56460",52,208,dbinfo (measured),regular,,"[0:1,0:13,0:4,0:3,0:0]","2,14,5,4,1",560,4194304,116480,116480.0,56460,6576460800,6576460800,1.0,"ok,ok,ok,ok,ok","1,1,1,1,56460",0,,,,,,,no,,,,,,,,,,,conus_hydro_segments_stats,petascopedb pointer,,"[0:1,0:13,0:4,0:3,0:56459]","dh1 float, dh2 float, dh3 float, dh4 float, dh5 float, dh15 float, dl1 float, dl2 float, dl3 float, dl4 float, dl5 float, dl16 float, lf1 float, spr_dur3 float, spr_dur7 float, sum_dur3 float, sum_dur7 float, fh1 float, fh5 float, fh6 float, fh7 float, fl1 float, fl3 float, spr_freq float, sum_freq float, ma3 float, ma4 float, ma12 float, ma13 float, ma14 float, ma15 float, ma16 float, ma17 float, ma18 float, ma19 float, ma20 float, ma21 float, ma22 float, ma23 float, mh14 float, mh20 float, ml17 float, spr_mag float, sum_cv float, sum_mag float, ra1 float, ra3 float, ra8 float, spr_ord float, sum_ord float, th1 float, tl1 float",,match,yes,"[0:1,0:13,0:4,0:3,0:56459]","marray <struct { float dh1, float dh2, float dh3, float dh4, float dh5, float dh15, float dl1, float dl2, float dl3, float dl4, float dl5, float dl16, float lf1, float spr_dur3, float spr_dur7, float sum_dur3, float sum_dur7, float fh1, float fh5, float fh6, float fh7, float fl1, float fl3, float spr_freq, float sum_freq, float ma3, float ma4, float ma12, float ma13, float ma14, float ma15, float ma16, float ma17, float ma18, float ma19, float ma20, float ma21, float ma22, float ma23, float mh14, float mh20, float ml17, float spr_mag, float sum_cv, float sum_mag, float ra1, float ra3, float ra8, float spr_ord, float sum_ord, float th1, float tl1 },[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",,,
conus_hydro_segments_stats_combined,none,no,ok,source landcover model scenario era stream_id,"3,2,14,5,4,56460",53,212,dbinfo (measured),aligned,"ALIGNED [0:2, 0:1, 0:13, 0:4, 0:3, 0:0] tile size 1048576","[0:2,0:1,0:13,0:4,0:3,0:0]","3,2,14,5,4,1",1680,1048576,356160,140688.5,1806720,254184726720,20108793600,12.6405,"ok,ok,ok,ok,ok,ok","1,1,1,1,1,56460",0,,,,,,,no,,,,match,,,,,,,conus_hydro_segments_stats_combined,petascopedb pointer,,"[0:2,0:1,0:13,0:4,0:3,0:56459]","dh1 float, dh2 float, dh3 float, dh4 float, dh5 float, dh15 float, dl1 float, dl2 float, dl3 float, dl4 float, dl5 float, dl16 float, lf1 float, spr_dur3 float, spr_dur7 float, sum_dur3 float, sum_dur7 float, fh1 float, fh5 float, fh6 float, fh7 float, fl1 float, fl3 float, spr_freq float, sum_freq float, ma3 float, ma4 float, ma12 float, ma13 float, ma14 float, ma15 float, ma16 float, ma17 float, ma18 float, ma19 float, ma20 float, ma21 float, ma22 float, ma23 float, mh14 float, mh20 float, ml17 float, spr_mag float, sum_cv float, sum_mag float, ra1 float, ra3 float, ra8 float, spr_ord float, sum_ord float, th1 float, tl1 float, ma99 float",,match,yes,"[0:2,0:1,0:13,0:4,0:3,0:56459]","marray <struct { float dh1, float dh2, float dh3, float dh4, float dh5, float dh15, float dl1, float dl2, float dl3, float dl4, float dl5, float dl16, float lf1, float spr_dur3, float spr_dur7, float sum_dur3, float sum_dur7, float fh1, float fh5, float fh6, float fh7, float fl1, float fl3, float spr_freq, float sum_freq, float ma3, float ma4, float ma12, float ma13, float ma14, float ma15, float ma16, float ma17, float ma18, float ma19, float ma20, float ma21, float ma22, float ma23, float mh14, float mh20, float ml17, float spr_mag, float sum_cv, float sum_mag, float ra1, float ra3, float ra8, float spr_ord, float sum_ord, float th1, float tl1, float ma99 },[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*),D5(*:*)]>",ardac/hydroviz/conus/seg_combined_ingest.json,,
conus_hydro_segments_stats_diff,none,no,ok,landcover model scenario era stream_id,"2,14,5,4,56460",52,208,dbinfo (measured),regular,,"[0:1,0:13,0:4,0:3,0:0]","2,14,5,4,1",560,4194304,116480,116480.0,56460,6576460800,6576460800,1.0,"ok,ok,ok,ok,ok","1,1,1,1,56460",0,,,,,,,no,,,,,,,,,,,conus_hydro_segments_stats_diff,petascopedb pointer,,"[0:1,0:13,0:4,0:3,0:56459]","dh1 float, dh2 float, dh3 float, dh4 float, dh5 float, dh15 float, dl1 float, dl2 float, dl3 float, dl4 float, dl5 float, dl16 float, lf1 float, spr_dur3 float, spr_dur7 float, sum_dur3 float, sum_dur7 float, fh1 float, fh5 float, fh6 float, fh7 float, fl1 float, fl3 float, spr_freq float, sum_freq float, ma3 float, ma4 float, ma12 float, ma13 float, ma14 float, ma15 float, ma16 float, ma17 float, ma18 float, ma19 float, ma20 float, ma21 float, ma22 float, ma23 float, mh14 float, mh20 float, ml17 float, spr_mag float, sum_cv float, sum_mag float, ra1 float, ra3 float, ra8 float, spr_ord float, sum_ord float, th1 float, tl1 float",,DIFFERS,yes,"[0:1,0:13,0:4,0:3,0:56459]","marray <struct { float dh1, float dh2, float dh3, float dh4, float dh5, float dh15, float dl1, float dl2, float dl3, float dl4, float dl5, float dl16, float lf1, float spr_dur3, float spr_dur7, float sum_dur3, float sum_dur7, float fh1, float fh5, float fh6, float fh7, float fl1, float fl3, float spr_freq, float sum_freq, float ma3, float ma4, float ma12, float ma13, float ma14, float ma15, float ma16, float ma17, float ma18, float ma19, float ma20, float ma21, float ma22, float ma23, float mh14, float mh20, float ml17, float spr_mag, float sum_cv, float sum_mag, float ra1, float ra3, float ra8, float spr_ord, float sum_ord, float th1, float tl1 },[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",,,sdom disagrees with DescribeCoverage extent
cp_test_gipl,none,yes,ok,model scenario time X Y,"100,3,2,1941,2471",10,40,dbinfo (measured),aligned,,"[0:*,0:*,0:*,0:*,0:*]","3,2,100,2471,1941",2877726600,4194304,115109064000,4083763.611254251,29109,118874274960,115109064000,1.0327,"PAD,PAD,PAD,PAD,PAD","34,2,1,1,2",5,68,7827416352000,326142348.0,2,230218128000,1200.0,no,,,,,,,,,,,cp_test_gipl,petascopedb pointer,,"[0:99,0:2,0:1,0:1940,0:2470]","magt05m_degC float, magt1m_degC float, magt2m_degC float, magt3m_degC float, magt4m_degC float, magt5m_degC float, magtsurface_degC float, permafrostbase_m float, permafrosttop_m float, talikthickness_m float",,match,yes,"[0:99,0:2,0:1,0:1940,0:2470]","marray <struct { float magt05m_degC, float magt1m_degC, float magt2m_degC, float magt3m_degC, float magt4m_degC, float magt5m_degC, float magtsurface_degC, float permafrostbase_m, float permafrosttop_m, float talikthickness_m },[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",,,sdom disagrees with DescribeCoverage extent
crrel_gipl_outputs_nc,none,no,ok,model scenario time X Y,"100,3,2,1941,2471",10,40,dbinfo (measured),aligned,"ALIGNED [0:*, 0:*, 0:*, 0:*, 0:*] tile size 4194304","[0:*,0:*,0:*,0:*,0:*]","3,2,100,2471,1941",2877726600,4194304,115109064000,4083763.611254251,29109,118874274960,115109064000,1.0327,"PAD,PAD,PAD,PAD,PAD","34,2,1,1,2",5,68,7827416352000,326142348.0,2,230218128000,1200.0,no,,,,n/a (wildcards derived),,,,,,,crrel_gipl_outputs_nc,petascopedb pointer,,"[0:99,0:2,0:1,0:1940,0:2470]","magt05m_degC float, magt1m_degC float, magt2m_degC float, magt3m_degC float, magt4m_degC float, magt5m_degC float, magtsurface_degC float, permafrostbase_m float, permafrosttop_m float, talikthickness_m float",,match,yes,"[0:99,0:2,0:1,0:1940,0:2470]","marray <struct { float magt05m_degC, float magt1m_degC, float magt2m_degC, float magt3m_degC, float magt4m_degC, float magt5m_degC, float magtsurface_degC, float permafrostbase_m, float permafrosttop_m, float talikthickness_m },[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",ardac/gipl/ingest_with_nc.json,,sdom disagrees with DescribeCoverage extent
crrel_gipl_outputs_nc_regular_1_test,none,yes,ok,model scenario time X Y,"100,3,2,2741,3882",10,40,dbinfo (measured),regular,,"[0:0,0:0,0:0,0:2740,0:1940]","1,1,1,2741,1941",5320281,19200000,212811240,212811240.0,1200,255373488000,255373488000,1.0,"ok,ok,ok,ok,ok","100,3,2,1,2",0,600,127686744000,5320281.0,2,425622480,1.0,no,,,,,,,,,,,crrel_gipl_outputs_nc_regular_1_test,petascopedb pointer,,"[0:99,0:2,0:1,0:2740,0:3881]","magt05m_degC float, magt1m_degC float, magt2m_degC float, magt3m_degC float, magt4m_degC float, magt5m_degC float, magtsurface_degC float, permafrostbase_m float, permafrosttop_m float, talikthickness_m float",,DIFFERS,yes,"[0:99,0:2,0:1,0:2740,0:3881]","marray <struct { float magt05m_degC, float magt1m_degC, float magt2m_degC, float magt3m_degC, float magt4m_degC, float magt5m_degC, float magtsurface_degC, float permafrostbase_m, float permafrosttop_m, float talikthickness_m },[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",,,sdom disagrees with DescribeCoverage extent
crrel_gipl_outputs_nc_regular_2_test,none,yes,ok,model scenario time X Y,"100,3,2,2118,2588",10,40,dbinfo (measured),regular,,"[0:0,0:0,0:0,0:352,0:646]","1,1,1,353,647",228391,9135640,9135640,9135640.0,14400,131553216000,131553216000,1.0,"ok,ok,ok,ok,ok","100,3,2,6,4",0,600,5481384000,228391.0,24,219255360,1.0,no,,,,,,,,,,,crrel_gipl_outputs_nc_regular_2_test,petascopedb pointer,,"[0:99,0:2,0:1,0:2117,0:2587]","magt05m_degC float, magt1m_degC float, magt2m_degC float, magt3m_degC float, magt4m_degC float, magt5m_degC float, magtsurface_degC float, permafrostbase_m float, permafrosttop_m float, talikthickness_m float",,DIFFERS,yes,"[0:99,0:2,0:1,0:2117,0:2587]","marray <struct { float magt05m_degC, float magt1m_degC, float magt2m_degC, float magt3m_degC, float magt4m_degC, float magt5m_degC, float magtsurface_degC, float permafrostbase_m, float permafrosttop_m, float talikthickness_m },[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",,,sdom disagrees with DescribeCoverage extent
degree_days_below_zero_Fdays,none,no,ok,model scenario year X Y,"10,3,150,224,317",1,4,dbinfo (measured),aligned,"ALIGNED [0:*, 0:*, 0:*, 0:*, 0:*] tile size 4194304","[0:*,0:*,0:*,0:*,0:*]","10,3,150,317,224",319536000,4194304,1278144000,3838270.2702702703,333,1278144000,1278144000,1.0,"ok,ok,ok,PAD,PAD","1,1,1,1,2",2,1,1278144000,71008.0,2,2556288000,9000.0,no,,,,n/a (wildcards derived),,,,,,,degree_days_below_zero_Fdays,petascopedb pointer,,"[0:9,0:2,0:149,0:223,0:316]",long,-9999.000000,match,yes,"[0:9,0:2,0:149,0:223,0:316]","marray <long,[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",arctic_eds/degree_days/degree_days_below_zero_Fdays/ingest.json,,sdom disagrees with DescribeCoverage extent
design_freezing_index,none,no,ok,model era X Y,"3,3,198,106",1,2,dbinfo (measured),aligned,,"[0:0,0:0,0:4599,0:499]","1,1,4600,500",2300000,4600000,4600000,29982.85714285714,7,209880,377784,0.5556,"ok,ok,PAD,PAD","3,3,1,1",2,9,41400000,2300000.0,1,4600000,109.6,n/a (default tiling),,,,,,,,,,,design_freezing_index,petascopedb pointer,,"[0:2,0:2,0:197,0:105]",short,-9999.000000,match,yes,"[0:2,0:2,0:197,0:105]","marray <short,[D0(*:*),D1(*:*),D2(*:*),D3(*:*)]>",arctic_eds/design_indices/design_freezing_index/ingest.json,,
design_thawing_index,none,no,ok,model era X Y,"3,3,198,106",1,2,dbinfo (measured),aligned,,"[0:0,0:0,0:4599,0:499]","1,1,4600,500",2300000,4600000,4600000,29982.85714285714,7,209880,377784,0.5556,"ok,ok,PAD,PAD","3,3,1,1",2,9,41400000,2300000.0,1,4600000,109.6,n/a (default tiling),,,,,,,,,,,design_thawing_index,petascopedb pointer,,"[0:2,0:2,0:197,0:105]",short,-9999.000000,match,yes,"[0:2,0:2,0:197,0:105]","marray <short,[D0(*:*),D1(*:*),D2(*:*),D3(*:*)]>",arctic_eds/design_indices/design_thawing_index/ingest.json,,
dot_precip,none,no,ok,model duration era interval X Y,"9,15,2,3,4110,7639",3,12,dbinfo (measured),aligned,,"[0:0,0:0,0:0,0:0,0:399,0:799]","1,1,1,1,400,800",320000,3840000,3840000,3444740.9847534,97202,334835713200,305171938800,1.0972,"ok,ok,ok,ok,PAD,PAD","9,15,2,3,11,10",2,810,3110400000,320000.0,110,422400000,1.1,n/a (default tiling),,,,,,,,,,,dot_precip,petascopedb pointer,,"[0:8,0:14,0:1,0:2,0:4109,0:7638]","pf float, pf_upper float, pf_lower float",,match,yes,"[0:8,0:14,0:1,0:2,0:4109,0:7638]","marray <struct { float pf, float pf_upper, float pf_lower },[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*),D5(*:*)]>",ardac/dot_precip/ingest.json,,sdom disagrees with DescribeCoverage extent
drought_indicators_30day,none,no,ok,ansi Lat Long,"1,211,511",7,36,dbinfo (measured),aligned,,"[0:0,0:*,0:*]","1,211,511",107821,4194304,3881556,776311.2,5,3881556,3881556,1.0,"ok,ok,ok","1,1,1",0,1,3881556,107821.0,1,3881556,1.0,no,,,,,,,,,,,drought_indicators_30day,petascopedb pointer,,"[0:0,-1:209,-1:509]","tp float, pntp float, swe float, pnswe float, spi double, spei double, smd float",,match,yes,"[0:0,-1:209,-1:509]","marray <struct { float tp, float pntp, float swe, float pnswe, double spi, double spei, float smd },[D0(*:*),D1(*:*),D2(*:*)]>",,,
era5_4km_daily_rainnc_sum,none,no,ok,time X Y,"23376,460,442",1,4,dbinfo (measured),aligned,"ALIGNED [0:*, 0:*, 0:*] tile size 4194304","[0:*,0:*,0:*]","23376,442,460",4752808320,4194304,19011233280,4063966.0709705004,4678,19011233280,19011233280,1.0,"ok,PAD,PAD","1,2,1",2,1,19011233280,203320.0,2,38022466560,46752.0,no,,,,n/a (wildcards derived),,,,,,,era5_4km_daily_rainnc_sum,petascopedb pointer,,"[0:23375,0:459,0:441]",float,nan:nan,match,yes,"[0:23375,0:459,0:441]","marray <float,[D0(*:*),D1(*:*),D2(*:*)]>",ardac/daily_wrf_downscaled_era5/rainnc_sum_ingest.json,,sdom disagrees with DescribeCoverage extent
era5_4km_daily_rainnc_sum_wcs,wcs,no,ok,time X Y,"23376,460,442",1,4,dbinfo (measured),aligned,"ALIGNED [0:*, 0:7, 0:7] TILE SIZE 8388608","[0:*,0:7,0:7]","23376,8,8",1496064,8388608,5984256,3289370.3428421877,7642,25137368160,19011233280,1.3222,"ok,PAD,PAD","1,58,56",2,1,5984256,64.0,3248,19436863488,23899.4,no,,,,n/a (wildcards derived),,,,,,,era5_4km_daily_rainnc_sum_wcs,petascopedb pointer,,"[0:23375,0:459,0:441]",float,nan:nan,match,yes,"[0:23375,0:459,0:441]","marray <float,[D0(*:*),D1(*:*),D2(*:*)]>",ardac/daily_wrf_downscaled_era5/rainnc_sum_ingest_wcs_only.json,,sdom disagrees with DescribeCoverage extent
